TML,WIRE,HEIGHT
BAT-FS9620,TB15.0,6.6
BAT-GC8500,TB15.0,6.6
BAT-GC8510,TB15.0,6.7
BAT-GH9900,TB15.0,6.9
BAT-GH9900,TB20.0,7.25
BAT-GH9900,VH20.0,7.25
BAT-GI4010,VH15.0,6.6
BAT-GI4010,VH20.0,7.1
BAT-GI5010,VH25.0,8.2
BAT-GI5010,VH30.0,9
BAT-GI5020,VH25.0,8.2
BAT-GI8010,TB15.0,6.5
BAT-GI8010,TB20.0,6.7
BAT-GI8010,VH20.0,6.7
BAT-GK6000,TB15.0,6.5
BAT-GS030,VH25.0,8.4
BAT-GS030,VH30.0,8.6
BAT-GS050,EF8.0,4.2
BAT-GSR530,EF10.0,5.7
BAT-GSR530,VH10.0,5.7
BAT-HBS610,TB15.0,6.9
BAT-HD8000,VF15.0,6.5
BAT-HD8000,VH15.0,6.5
BAT-HD8000,VF20.0,6.8
BAT-HD8000,VH20.0,6.8
BAT-HD8020,VF15.0,6.5
BAT-HD8020,VH15.0,6.5
BAT-HD8020,VF20.0,6.8
BAT-HD9040,TB15.0,6.4
BAT-HD9840,VH20.0,3.5
BAT-HD9840,XS20.0,3.5
BAT-HG8010,EF10.0,5.1
BAT-HG8010,TB10.0,5.1
BAT-IG8510,VH30.0,8.5
BAT-IG8520,VH25.0,8.2
BAT-IG8520,VH30.0,8.7
BAT-IG8530,VH25.0,8.2
BAT-IG8530,VH30.0,8.7
BAT-IK8570,VH30.0,9
BAT-IK9880,VH25.0,8.8
BAT-IK9880,VH30.0,9.2
BAT-IK9890,VH30.0,9.2
BAT-J98030,TB15.0,6.5
BAT-JB6140,VF15.0,6.2
BAT-JB6140,VH15.0,6.2
BAT-JB6140,VF20.0,6.7
BAT-JB6140,XS20.0,6.7
BAT-JB6150,VF15.0,6.3
BAT-JB6150,VH15.0,6.3
BAT-JB6150,VF20.0,6.8
BAT-JB6150,VH20.0,6.8
BAT-JB6150,XS20.0,6.8
BAT-JB6160,TB15.0,6.1
BAT-JB6160,VF15.0,6.1
BAT-JB6160,VH15.0,6.1
BAT-JB6160,HH20.0,6.9
BAT-JC6100,TB15.0,6.5
BAT-JD5011,VH20.0,7.4
BAT-JD9810,VF15.0,6.9
BAT-JD9810,VF20.0,7.4
BAT-JD9810,VH20.0,7.4
BAT-JM8510,VH25.0,8
BAT-JS5212,EF8.0,4.5
BAT-JS5212,VF8.0,4.5
BAT-JX1010,VH30.0,8.5
BAT-KH9631,VH25.0,8.2
BAT-KH9631,VH30.0,8.6
BAT-KH9631,AH40.0,9.5
BAT-KL5010,TB20.0,7
BAT-LF5060,TB15.0,6.5
BAT-LF5080,TB15.0,6.5
BAT-LF5110,TB15.0,6.5
BAT-LF5120,EF10.0,6.5
BAT-LF5120,VF10.0,6.5
BAT-LF5120,VF15.0,6.8
BAT-LF5120,VH15.0,6.8
BAT-LF9530,VH25.0,7.8
BAT-LF9801,VH25.0,8.8
BAT-LF9801,TB30.0,8.2
BAT-LF9801,VH30.0,9.2
BAT-LF9804,VH25.0,8
BAT-LF9815,VH25.0,7.5
BAT-LF9870,VH25.0,7.5
BAT-LM6120,VH20.0,6.8
BAT-LX8410,25,8.4
BAT-LX8410,HH25.0,8.4
BAT-LX8410,30,8.8
BAT-LX8410,EF30.0,8.8
BAT-LX8410,HH30.0,8.8
BAT-LX8410,VH30.0,8.8
BAT-LX8610,VH30.0,8.5
BAT-LZ8510,TB15.0,6.5
BAT-LZ8510,VF15.0,6.5
BAT-MD050,VH25.0,8.2
BAT-MD8050,TB15.0,6.8
BAT-MDC810,TB15.0,6.6
BAT-MDC810,VF15.0,6.6
BAT-MQ1610,VH25.0,8
BAT-MQ4000,VH25.0,8
BAT-MQ4000,VH30.0,8.5
BAT-N98010,TB15.0,6.5
BAT-N98020,TB15.0,6.5
BAT-NEG483,VH30.0,8
BAT-NF9810,VF15.0,6.7
BAT-NF9810,VF20.0,7.2
BAT-NF9810,VH20.0,7.2
BAT-NI5030,VH25.0,8
BAT-NX8030,VH25.0,8
BAT-ON8500,VH30.0,8.5
BAT-OS8810,TB15.0,6.5
BAT-OS9810,VH25.0,8.2
BAT-P7501A,VH30.0,8.6
BAT-P95000,VH15.0,6.5
BAT-PD8520,VF15.0,6.5
BAT-PD8520,VF20.0,7
BAT-PD8520,VH20.0,7
BAT-PF8510,VH20.0,7
BAT-PF9850,VH25.0,7.5
BAT-PF9850,VH30.0,8.5
BAT-PS9830,VH25.0,8.05
BAT-R1411A,TB10.0,5.7
BAT-RB6130,VF8.0,5.2
BAT-RB6130,TB10.0,5
BAT-RB6130,VF10.0,5.4
BAT-RB6140,TB10.0,5
BAT-RG3030,VH25.0,8.4
BAT-RG3030,VH30.0,8.9
BAT-SL8000,TB15.0,6.5
BAT-SO6120,VH15.0,5.6
BAT-SP9810,VH15.0,6.5
BAT-T16010,VH30.0,8.6
BAT-T67030,EF10.0,5.6
BAT-T67030,VH10.0,5.6
BAT-TA060,EF15.0,6.5
BAT-TA6010,EF15.0,6.5
BAT-TA6110,VH15.0,6
BAT-TA6110,VH20.0,6.2
BAT-TA6120,VH15.0,6.4
BAT-TA6120,EF20.0,6.7
BAT-TA6120,VH20.0,6.7
BAT-TA6140,VH15.0,6.4
BAT-TA6150,TB15.0,6.4
BAT-TA6150,VH15.0,6.7
BAT-TA6150,TB20.0,6.9
BAT-TA6160,EF15.0,6.5
BAT-TA9600,VH15.0,6.4
BAT-TA9600,VH20.0,6.5
BAT-TA9600,XS20.0,6.5
BAT-TB040,VH25.0,8.1
BAT-TB040,VH30.0,8.3
BAT-TD8050,TB10.0,5.7
BAT-TD8050,VF10.0,5.7
BAT-TD8050,TB15.0,5.9
BAT-TF8020,TB10.0,5.5
BAT-TF8020,VF10.0,5.5
BAT-TF8020,TB15.0,6
BAT-TL060,VH25.0,8
BAT-TL060,EF30.0,8.5
BAT-TL060,VH30.0,8.5
BAT-TL5080,TB15.0,6.5
BAT-TM10,EF10.0,5.4
BAT-TM6010,VH30.0,8.5
BAT-TM6020,VH30.0,8.3
BAT-TMR10,EF8.0,5.1
BAT-TMR10,VF8.0,5.1
BAT-TMR10,EF10.0,5.4
BAT-TMR10,VH10.0,5.4
BAT-TQ9604,VH30.0,9.3
BAT-UB010,VH20.0,6.7
BAT-UM8540,TB15.0,6.8
BAT-UN9080,TB15.0,6.5
BAT-VF0050,TB15.0,6.4
BAT-VF8070,VH25.0,7.7
BAT-VF9801,VH25.0,7.9
BAT-VF9801,VH30.0,8.3
BAT-X9202A,TB25.0,8.2
BAT-X9202A,TB30.0,9
BAT-X9203A,TB25.0,8.2
BAT-X9203A,TB30.0,9
BAT-X9203B,TB30.0,8.6
BAT-X92040,TB25.0,8.45
BAT-X92040,TB30.0,8.55
BAT-YF8130,VH20.0,6.9
BATT-B15,AX15.0,5.7
BATT-B15,EF15.0,5.7
BATT-B20,AV20.0+VV20.0,6.3
BATT-B20,EF20.0,6.3
BATT-CF15,EF15.0,6.7
BATT-CF15,XS20.0,7
BATT-CR010,VH15.0,6.6
BATT-EN175,EF15.0,6.35
BATT-EN175,XS15.0,6.35
BATT-F20,AV20.0+VV20.0,7.3
BATT-FS015,TB15.0,6.5
BATT-HB012,EF8.0,4.6
BATT-HB012,VF8.0,4.6
BATT-HG010,VF8.0,5
BATT-HG010,EF10.0,5.1
BATT-HG010,TB10.0,5.1
BATT-HG010,VF10.0,5.1
BATT-JF20,EF15.0,7.2
BATT-JF20,XS15.0,7.2
BATT-JF20,EF20.0,7.4
BATT-LF225,VH25.0,8
BATT-LF625,VH25.0,8
BATT-RP325,VH25.0,7.9
BATT-TA060,AV15.0+VV15.0,6.5
BATT-TA060,TB15.0,6.5
BATT-TA060,TB20.0,6.75
BATT-TA060,VH20.0,6.75
BATT-TL012,SHJ8.0,4.5
BATT-TL115,TB15.0,6.5
BATT-TL225,VH25.0,8
BATT-TL225,VH30.0,8.5
BATT-TL325,VH25.0,8
BATT-TL325,TB30.0,8.3
BATT-TL325,VH30.0,8.2
BATT-TM15,XS10.0,6.2
BATT-TM15,EF15.0,6.5
BATT-VF030,EF15.0,6.3
BATT-VF030,VH15.0,6.3
BATT-VF030,XS15.0,6.3
BBCB06FT-1,SH0.3,0.8
BBCB06FT-1,SHF0.3,0.8
BBCB06FT-1,SS0.3,0.8
BBCB06FT-1,SX0.3,0.8
BBCB06FT-1,XF0.3,0.8
BBCB06FT-1,SH0.5,0.9
BBCB06FT-1,SHB0.5,0.9
BBCB06FT-1,SHF0.5,0.9
BBCB06FT-1,SS0.5,0.9
BBCB06FT-1,SX0.5,0.9
BBCB06FT-1,XF0.5,0.9
BBCB06FT-2,SX0.75,1.05
BBCB06FT-2,XF0.75,1.05
BBCB06FT-2,SS0.85,1.1
BBCB06FT-2,SX0.85,1.1
BBDKWFG-1,SX0.5,1.25
BBDKWFG-1,VS0.5,1.25
BBDKWFG-2,SX1.25,1.6
BBDKWFG-2,VS1.25,1.6
BBDKWFG-2,XF1.25,1.6
BBDKWFG-2,SX1.5,1.7
BBDKWFG-2,SX2.0,1.9
BBDKWFG-2,VS2.0,1.9
BBDKWFG-2,XF2.0,1.9
BBDKWFS-1,CI0.5,1.25
BBDKWFS-1,SS0.5,1.25
BBDKWFS-1,OH0.75,1.3
BBDKWFS-1,SX0.75,1.3
BBDKWFS-1,XF0.75,1.3
BBDKWFS-1,HF0.85,1.35
BBDKWFS-1,SS0.85,1.35
BBDKWFS-1,SX0.85,1.35
BBDKWFS-1,XF0.85,1.35
BBDKWFS-2,SX1.5,1.7
BBDKWFS-2,SS2.0,1.9
BBMKWFT-1,EF0.5,1
BBMKWFT-1,XF0.5,1
BBMKWFT-1,XF0.75,1.1
BECFT-1,AS3.0,2.45
BECFT-2,AS5.0,2.55
BM12CBFT-1,SS0.3,0.85
BM12CBFT-1,SX0.3,0.85
BM12CBFT-1,HF0.5,0.9
BM12CBFT-1,HS0.5,0.9
BM12CBFT-1,SHB0.5,0.9
BM12CBFT-1,SS0.5,0.9
BM12CBFT-1,SX0.5,0.9
BM12CBFT-1,XA0.5,0.9
BM12CBFT-1,XF0.5,0.9
BM12CBFT-2,HS0.75,1.2
BM12CBFT-2,SX0.75,1.2
BM12CBFT-2,XF0.75,1.2
BM12CBFT-2,SS0.85,1.2
BM12CBFT-2,XF0.85,1.2
BM12CBFT-3,EF1.25,1.4
BM12CBFT-3,HS1.25,1.4
BM12CBFT-3,SHB1.25,1.4
BM12CBFT-3,SS1.25,1.4
BM12CBFT-3,SX1.25,1.4
BM12CBFT-3,XA1.25,1.4
BM12CBFT-3,XF1.25,1.4
BST-1,SS0.85,1.35
BST-1,EF1.25,1.45
BST-1,SS1.25,1.45
BST-1,EF2.0,1.65
BST-1,SS2.0,1.65
BST-2,SS0.5,1.25
BST-2,TW0.5,1.25
BST1-1,SS0.3,1.1
BST1-1,EF0.5,1.2
BST1-1,SS0.5,1.2
BST1-1,VF0.5,1.2
BSWFG-1,SX0.5,1.3
BSWFG-1,VF0.5,1.3
BSWFG-2,SX2.0,1.75
BSWFG-2,XF2.0,1.75
BTC15WFT-1,SX0.3,0.9
BTC15WFT-1,SX0.5,1
BTC28WFT-1,SX2.0,1.65
BTC28WFT-1,SX2.5,1.85
BTC48WFT-1,VF3.0,2.1
BWPFG-1,EF0.5,1.2
BWPFG-1,SH0.5,1.2
BWPFG-1,SHB0.5,1.2
BWPFG-1,SHF0.5,1.2
BWPFG-1,SS0.5,1.2
BWPFG-1,SX0.5,1.2
BWPFG-1,VF0.5,1.2
BWPFG-1,VS0.5,1.2
BWPFG-1,XF0.5,1.2
BWPFG-1,SX0.75,1.25
BWPFG-1,EF0.85,1.25
BWPFG-1S,SX0.3,1.2
BWPFG-1S,VS0.3,1.2
BWPFG-1S,XA0.3,1.2
BWPFG-1S,XF0.3,1.2
BWPFT-1,EF0.5,1.2
BWPFT-1,HS0.5,1.2
BWPFT-1,SH0.5,1.2
BWPFT-1,SHB0.5,1.2
BWPFT-1,SS0.5,1.2
BWPFT-1,SX0.5,1.2
BWPFT-1,VF0.5,1.2
BWPFT-1,VS0.5,1.2
BWPFT-1,XF0.5,1.2
BWPFT-1,HS0.75,1.25
BWPFT-1,SS0.85,1.25
BWPFT-1,SX0.85,1.25
BWPFT-1S,SHF0.3,1.15
BWPFT-1S,SX0.3,1.15
BWPFT-1S,VS0.3,1.15
BWPFT-1S,XA0.3,1.15
BWPFT-1S,XF0.3,1.15
C280W2F,SHH3.0,6.8
CADL-CKDY3,SS0.3+SS0.3,
CADL-IKDY3,SS0.3+SS0.3,
CADL-IKDYA,SS0.3+SS0.3,
CADL-NXY1,SS0.3+SS0.3,
CADR-IKDY3,SS0.3+SS0.3,
CADR-NXY1,SS0.3+SS0.3,
CAPL-CKDY3,SS0.3+SS0.3,
CAPL-IKDY3,SS0.3+SS0.3,
CAPL-IKDYA,SS0.3+SS0.3,
CAPL-NXY1,SS0.3+SS0.3,
CAPR-IKDY3,SS0.3+SS0.3,
CAPR-NXY1,SS0.3+SS0.3,
CLYRH11W-3,SHH3.0,5.4
CRLSH04W-5,SHH5.0,9.15
CRRAPAD0E4,70,17.6
CRRDEAA4A4,SHG3.0,12.8
CRRDEBA4A4,SHG3.0,11.95
CRRKE077B9,SH220.0,13.55
CRRKE0B0C0,SH220.0,13.65
CRRKEA6167,SHL3.0,8.6
CRRKEB3040,SHL3.0,8.1
CRRKEB6167,SH23.0,7.3
CRRKEB6167,SHH3.0,7.3
CRRKOA5561,SHL6.0,9
CRRKOA7979,SHR10.0,11.2
CRRKOA80B0,8,18.2
CRRKOA80B0,SHJ8.0,18.2
CRRKSA2528,2,5.85
CRRKSA2528,SHJ2.0,5.5
CRRKSA6167,SHL3.0,8
CRRKSA8888,25,13.5
CRRKSA8888,SHR25.0,13.5
CRRTEA5561,6,7.65
CRRTEA5561,SHJ6.0,7.65
CRRYRAA7B3,25,13.5
CRRYRAA7B3,SHR25.0,13.5
CRSAPA2528,2,5.15
CRSAPA2528,SHJ2.0,5.15
CRSAPA8888,25,14.3
CRSAPA8888,SHR25.0,13.9
CRSAPAH2H4,70,17.45
CRSAPAH4I2,SHR70.0,17.8
CRSDEA3030,SHH3.0,6.2
CRSDEA3030,SHL3.0,6.2
CRSHR0A4A4,SHH3.0,5.6
CRSHR0B8C8,SH225.0,14
CRSHRA6167,SHL3.0,7.9
CRSKE0B0B9,SH220.0,13.5
CRSKOA6167,SHL3.0,8.5
CRSKSA3840,SHH3.0,6.05
CRSKSA5059,8,15.15
CRSKSA5059,SHJ8.0,15.15
CRSKSA6060,6,8.65
CRSTEA3840,SH23.0,7
CRSTEAH4I2,SHR70.0,19.75
CRSTEB3840,SH23.0,7.4
CRSTEB4650,SHL6.0,9.45
CRSTEB4650,10,9.1
CRSYRA94A2,SH212.0,9.3
CSHRAT1W002F,SH220.0,10.2
CSYR250W2F,SHH3.0,5.45
CSYRAM1W002M,SHH3.0,5.5
CSYRAM1W2M,SHH3.0,5.5
CSYRAT1W002F,SH220.0,10.4
CSYRH25W-4,SH23.0,5.5
CSYRH25W-4,SHH3.0,5.5
CSYRH25W-4,SHL3.0,5.5
CSYRH25W-5,SHH5.0,6.2
CSYRH51W2F,SHH15.0,9.5
D025WFT-1,SS0.3,1
D050WMT-2,SS0.3,1
D050WMT-2,SS0.5,1.05
D060WFG-1,SX0.3,0.95
D060WFG-1,XF0.3,0.95
D060WFG-1,XF0.5,1.05
D060WFT-1,SS0.3,0.95
D060WFT-1,SX0.3,0.95
D060WFT-1,VS0.3,0.95
D060WFT-1,XF0.3,0.95
D060WFT-1,SS0.5,1.1
D060WFT-1,SX0.5,1.1
D060WFT-1,VS0.5,1.1
D060WFT-2,SX0.75,1.15
D060WFT-2,SX0.85,1.2
D110FT-4,SH23.0,2.15
D110FT-4,SHH3.0,2.15
D110WFT-4,SX1.5,1.55
D110WFT-4,VS1.5,
D110WFT-4,SS2.0,1.7
D110WFT-4,SX2.0,1.7
D110WFT-4,XF2.0,1.7
D110WFT-4,SX2.5,1.85
D110WFT-4,VS2.5,1.85
D15GTWFG-1,XF0.5,1.2
D15WFG-2,XF0.5,0.95
D15WFT-2,SX0.5,0.95
D15WFT-2,XF0.5,0.95
D15WFT-2,XF0.75,1.1
D15WFT-3,HS1.25,1.35
D187WFT-2,EF0.5,1.35
D187WFT-2,SS0.5,1.35
D187WFT-2,SX0.5,1.35
D187WFT-2,VS0.5,1.35
D187WFT-2,XF0.5,1.35
D187WFT-2,SX0.75,1.4
D187WFT-3,SS1.25,1.4
D250WFS-4,EF3.0,2.2
D250WFS-4,SH23.0,2.2
D250WFS-4,SHL3.0,2.25
D250WFS-4,VF3.0,2.2
D250WFS-4,SHH5.0,2.5
D250WFS-4,VF5.0,2.5
D250WFT-4,AS3.0,2.2
D250WFT-4,EF3.0,2.2
D250WFT-4,SHH3.0,2.2
D250WFT-4,VF3.0,2.2
D25WFT-2,SX2.0,2
D25WFT-2,SX2.5,2.25
D25WFT-2,XF2.5,2.25
D280GWFT-1,SS0.5,1.1
D280GWFT-1,SX0.5,1.1
D280GWFT-2,SX0.75,1.2
D280GWFT-2,VS0.75,1.2
D280GWFT-3,SX2.5,1.9
D280GWFT-3,VS2.5,1.9
D28APFT-3,SX2.0,1.75
D375WFS-5,AS5.0,2.7
D375WFS-5,EF5.0,2.7
D375WFS-5,VF5.0,2.7
D375WFS-7,AS8.0,2.9
D375WFS-7,EF8.0,2.9
D375WFS-7,VF8.0,2.9
D375WFS-7,EF10.0,3.3
D63WFS-4,EF3.0,2.2
D63WFS-4,VF3.0,2.2
D63WFS-4,EF5.0,2.5
D63WFS-4,VF5.0,2.5
DASMFT-2,SS0.3,0.8
DASMFT-3,SS0.5,0.85
DASMFT-3,SS0.85,0.95
DASMWFG-1,SS0.3,0.85
DASMWFG-1,XA0.3,0.85
DASMWFG-1,XF0.3,0.85
DASMWFG-1,XF0.5,0.95
DASMWFT-1,SS0.3,0.85
DASMWFT-1,SX0.3,0.85
DASMWFT-1,XA0.3,0.85
DASMWFT-1,CI0.35,0.85
DASMWFT-1,SS0.5,0.95
DASMWFT-1,XA0.5,0.95
DAT28WFG-4,XF2.5,1.7
DATSWFS-4,XF2.5,1.7
DATSWFT-1,SX0.3,1.1
DATSWFT-1,SX0.5,1.15
DATSWFT-1,XF0.5,1.15
DATSWFT-2,SX0.75,1.3
DATSWFT-2,VS0.75,1.3
DATSWFT-2,XF0.75,1.3
DATSWFT-2,SX0.85,1.3
DATSWFT-2,SX1.25,1.4
DATSWFT-2,XF1.25,1.4
DATSWFT-4,VS2.0,1.65
DATSWFT-4,SX2.5,1.7
DATSWFT-4,VS2.5,1.7
DATSWFT-4,XF2.5,1.7
DCTS15FT-1,CH0.22,0.75
DCTS15FT-1,SS0.3,0.8
DCTS15FT-1,CI0.35,0.8
DCTS15FT-2,CI0.5,1
DCTS15FT-2,SS0.5,1
DCTS15FT-2,SS0.3+SS0.3,1
DCTS15FT-2,SS0.85,1.15
DCTS15FT-3,SH1.25,1.3
DCTS15FT-3,SHB1.25,1.3
DCTS15FT-3,SHS1.25,1.3
DCTS15FT-3,SS1.25,1.3
DCTS15FT-3,XA1.25,1.3
DCTS15FT-3,XF1.25,1.3
DDC28FT-1,CI0.5,1.2
DDC28FT-1,SS0.5,1.2
DDC28FT-1,SS0.85,1.35
DDC28FT-1S,SS0.3,1
DDC28FT-1S,CI0.35,1
DDC28FT-2,SH1.25,1.5
DDC28FT-2,SHS1.25,1.5
DDC28FT-2,SS1.25,1.5
DDC28FT-2,SS2.0,1.65
DDC28FT-2,SX2.0,1.65
DDC28FT-2,SX2.5,1.8
DDCKFT-1,CH0.22,0.8
DDCKFT-1,SS0.3,0.9
DDCKFT-2,SS0.5,1.05
DDCKFT-2,SS0.85,1.15
DDU064FT-2,SS0.3,1
DDU064FT-2,CI0.5,1.05
DDU064FT-2,SS0.5,1.05
DEWFG-2,EF0.5,1.15
DEWFT-2,EF0.5,1.15
DEWFT-2,SX0.5,1.15
DEWFT-2,EF0.85,1.3
DEWFT-2,SS0.85,1.3
DEWFT-2,SX0.85,1.3
DEWFT-2,SS1.25,1.45
DEWFT-2,SX1.25,1.45
DEWMG-2,VF0.5,1.15
DEWMT-2,SS0.5,1.2
DEWMT-2,VF0.5,1.2
DEWMT-2,EF0.85,1.35
DEWMT-2,SS0.85,1.35
DFC10FT-1,SS0.3,0.95
DFC10FT-1,CI0.35,0.95
DGT28WFT-3,XF2.5,1.8
DKA63FT-2,SX2.5,2.1
DKA63FT-2,XF2.5,2.1
DKA63FT-2,AS3.0,2.3
DKA63FT-2,EF3.0,2.3
DKA63FT-2,VF3.0,2.3
DKA63FT-2,FR4.0,2.5
DKA63FT-2,AS5.0,2.7
DKA63FT-2,VF5.0,2.7
DLM6-1,SS0.5,2.05
DLM6-1,SS0.3+SS0.5,2.1
DLM6-1,SS0.85,2.1
DLM6-1,SS1.25,2.1
DLM6-1,SS0.5+SS1.25,2.2
DLM6-1,SS0.5+SS0.5+SS0.85,2.25
DLM6-1,SS0.5+SS0.85+SX0.5,2.25
DLM6-1-3,SS0.5,1.95
DLM6-1-3,SS0.3+SS0.5,2.1
DLM6-1-3,CI0.35+SS0.5,2.1
DLM6-1-3,CI0.35+SS0.3+SS0.3,2.1
DLM6-1-3,SS0.5+SS0.5,2.1
DLM6-1-3,EF1.25,2.1
DLM6-1-3,SS1.25,2.1
DLM6-1-3,SX1.25,2.1
DLM6-1-3,SS0.5+SS0.85,2.15
DLM6-1-3,EF1.25+SS0.5,2.2
DLM6-2,SS0.5+SS1.25,2.15
DLM6-2,SS0.5+SS0.5+SS0.85,2.3
DLM6-2,SS2.0,2.35
DLM6-2,SS0.5+SS0.5+SS1.25,2.35
DLM6-2,SS0.5+SS2.0,2.4
DLM6-2,SS1.25+SS1.25,2.4
DLM6-2,SS0.5+SS0.85+SS1.25,2.4
DLM6-2,SS0.3+SS1.25+SS1.25,2.45
DLM6-2,SS0.3+SS1.25+VF1.25,2.45
DLM6-2,SS0.85+SS2.0,2.45
DLM6-2-3,SS0.5+SS0.5+SS0.85,2.35
DLM6-2-3,SS2.0,2.35
DLM6-2-3,SX2.0,2.35
DLM6-2-3,SS0.85+SS1.25,2.35
DLM6-2-3,SX0.85+SX1.25,2.35
DLM6-2-3,SS0.5+SS0.5+SS1.25,2.35
DLM6-2-3,SS0.3+SS2.0,2.35
DLM6-2-3,SS0.5+SS0.5+SS0.5+SS0.85,2.4
DLM6-2-3,SS0.5+SS2.0,2.4
DLM6-2-3,SS0.5+SX2.0,2.4
DLM6-2-3,SS1.25+SS1.25,2.4
DLM6-2-3,SX1.25+SX1.25,2.4
DLM6-2-3,XF1.25+XF1.25,2.4
DLM6-2-3,SX0.85+SX0.85+SX0.85,2.4
DLM6-2-3,SS0.5+SS0.85+SX1.25,2.4
DLM6-2-3,SS0.3+SS1.25+SS1.25,2.4
DLM6-3,SS0.5+SS0.5+SS0.5+SS1.25,2.6
DLM6-3,AS3.0,2.7
DLM6-3,SS0.5+SS0.5+SS2.0,2.7
DLM6-3,SS0.5+SS1.25+VF1.25,2.7
DLM6-3,SS1.25+SS2.0,2.7
DLM6-3,SS0.85+SS1.25+SS1.25,2.8
DLM6-3,EF0.5+SS0.5+SS1.25+SS1.25,2.85
DLM6-3,SS0.5+SS0.5+SS0.5+SS2.0,2.85
DLM6-3,SS0.5+SS0.5+SS1.25+SS1.25,2.85
DLM6-3,SS0.5+SS1.25+SS2.0,2.9
DLM6-3,SS1.25+SS1.25+SS1.25,2.9
DLM6-3,SS2.0+SS2.0,2.9
DLM6-3,AS3.0+SS1.25,2.9
DLM6-3,FA0.5+SS0.5+SS1.25+SS2.0,2.9
DLM6-3,SS0.5+SS0.5+SS1.25+SS2.0,2.9
DLM6-3,SS0.5+SS2.0+SS2.0,2.95
DLM6-3,SS1.25+SS1.25+SS2.0,2.95
DLM6-3,SS0.5+SS0.5+SS0.5+SS1.25+SS2.0,3
DLM6-3,SS0.85+SS2.0+SS2.0,3
DLM6-3,AS3.0+SS2.0,3.1
DLM6-3,XF2.5+XF2.5,3.1
DLM6-3,SX2.0+SX2.0+SX2.0,3.35
DLM6-3,SS0.5+SS0.5+SS1.25+SS2.0+SS2.0,3.4
DLM6-3,AS3.0+SS0.5+SS0.5+SS0.5+SS2.0,3.4
DLM6-3-3,SS0.5+SS0.5+SS2.0,2.7
DLM6-3-3,EF1.25+SS2.0,2.7
DLM6-3-3,SS1.25+SS2.0,2.7
DLM6-3-3,SS0.5+SS0.85+SS2.0,2.85
DLM6-3-3,SS0.5+SS0.85+SX2.0,2.85
DLM6-3-3,SS0.85+SS1.25+SX1.25,2.85
DLM6-3-3,SS0.3+SS0.85+SX2.0+VF0.3,2.85
DLM6-3-3,SS0.5+SS0.5+SS0.5+SS2.0,2.85
DLM6-3-3,SS0.3+SS0.5+SS0.5+SS2.0+VF0.3,2.9
DLM6-3-3,SS0.85+SS0.85+SS2.0,2.9
DLM6-3-3,EF1.25+EF1.25+SX1.25,2.9
DLM6-3-3,SS0.5+SS1.25+SS2.0,2.9
DLM6-3-3,SS1.25+SS1.25+SS1.25,2.9
DLM6-3-3,SS0.5+SS0.5+SS0.5+SS0.5+SS2.0,2.9
DLM6-3-3,SS0.5+SS0.5+SS0.5+SS1.25+SS1.25,2.9
DLM6-3-3,EF1.25+SS0.85+SS0.85+SS1.25,2.9
DLM6-3-3,SS1.25+SS2.0+VF0.5+VF0.5,2.9
DLM6-3-3,SS2.0+SX1.25+SX1.25,2.95
DLM6-3-3,SS0.5+SS0.85+SX1.25+SX2.0,2.95
DLM6-3-3,SS0.85+SS2.0+SS2.0,3
DLM6-3-3,AS3.0+SS2.0,3.1
DLM6-3-3,SS0.5+SS0.5+SS0.5+SS0.5+SS2.0+SS2.0,3.35
DLM6-3-3,SX2.0+SX2.0+SX2.0,3.35
DLM6-3-3,EF1.25+EF5.0,3.4
DLM6-3-3,EF5.0+SS2.0,3.45
DLM8-1,SS1.25,2.3
DLM8-2,SS0.5+SS0.5+SS0.5+SS0.85,2.55
DLM8-2,SS0.5+SS1.25+SS1.25,2.7
DLM8-2,SS0.5+SS0.5+SS1.25+SS1.25,2.75
DLM8-2,SS0.5+SS0.5+SS0.85+SS0.85+SS0.85,2.75
DLM8-2,SS0.5+SS0.5+SS0.5+SS1.25+SS1.25,2.85
DLML6-2-3,XF1.25+XF1.25,2.45
DLMLS6-1-3,SX0.3,1.95
DLMLS6-1-3,SS0.5,2
DLMLS6-1-3,SX0.5,2
DLMLS6-1-3,VS0.5,2
DLMLS6-1-3,XF0.5,2
DLMLS6-1-3,SS0.3+SS0.3,2.1
DLMLS6-1-3,XF0.3+XF0.3,2.1
DLMLS6-1-3,CI0.35+CI0.35,2.05
DLMLS6-1-3,OH0.75,2.05
DLMLS6-1-3,SX0.75,2.05
DLMLS6-1-3,XF0.75,2.05
DLMLS6-1-3,SS0.3+SS0.5,2.1
DLMLS6-1-3,XF0.3+XF0.5,2.1
DLMLS6-1-3,SS0.85,2.05
DLMLS6-1-3,XA0.85,2.05
DLMLS6-1-3,XF0.3+XF0.3+XF0.3,2.1
DLMLS6-1-3,HS0.5+HS0.5,2.1
DLMLS6-1-3,SS0.5+SS0.5,2.1
DLMLS6-1-3,SX0.5+SX0.5,2.1
DLMLS6-1-3,SX1.0,2.1
DLMLS6-1-3,VS1.0,2.1
DLMLS6-1-3,XF0.5+XF0.5,2.1
DLMLS6-1-3,SX0.3+SX0.75,2.1
DLMLS6-1-3,SS0.3+SS0.3+SS0.5,2.1
DLMLS6-1-3,SX0.3+SX0.3+SX0.5,2.1
DLMLS6-1-3,SS0.3+SS0.3+SS0.3+SS0.3,2.1
DLMLS6-1-3,HS1.25,2.1
