TML,WIRE,HEIGHT
AASWFT-1,SH0.5,1.2
AASWFT-1,SHS0.5,1.2
AASWFT-1,SS0.5,1.2
AASWFT-1,XF0.5,1.2
AASWFT-1,SS0.85,1.3
AASWFT-1,SS1.25,1.4
AASWFT-1,XF1.25,1.4
ABSFG-1,SX0.3,1.2
ABSFG-1,EF0.5,1.3
ABSFG-1,HF0.5,1.3
ABSFG-1,HS0.5,1.3
ABSFG-1,SS0.5,1.3
ABSFG-1,SX0.5,1.3
ABSFG-1,XF0.5,1.3
ABSFG-1,HS0.75,1.4
ABSFG-1,SX0.75,1.4
ABSFG-1,XF0.75,1.4
ABSFG-1,EF0.85,1.4
ABSFG-1,HF0.85,1.4
ABSFG-1,SX0.85,1.4
ABSFG-1,XF0.85,1.4
ABSFT-1,HS0.3,1.2
ABSFT-1,SS0.3,1.2
ABSFT-1,SX0.3,1.2
ABSFT-1,XA0.3,1.2
ABSFT-1,EF0.5,1.3
ABSFT-1,FA0.5,1.3
ABSFT-1,SH0.5,1.3
ABSFT-1,SHB0.5,1.3
ABSFT-1,SHS0.5,1.3
ABSFT-1,SS0.5,1.3
ABSFT-1,SX0.5,1.3
ABSFT-1,VS0.5,1.3
ABSFT-1,XF0.5,1.3
ABSFT-1,SX0.75,1.4
ABSFT-1,VS0.75,1.4
ABSFT-1,XF0.75,1.4
ABSFT-1,EF0.85,1.4
ABSFT-1,SS0.85,1.4
ABSFT-1,SX0.85,1.4
ABSFT-2,SS2.0,1.75
ABSFT-2,SX2.0,1.75
ABSFT-2,XF2.0,1.75
ABSFT-3,AS3.0,2.1
ABSFT-3,EF3.0,2.1
ABSFT-3,VF3.0,2.1
ABSFT-4,FR4.0,2.1
ABSFT-4,AS5.0,2.25
ABSFT-4,EF5.0,2.25
ABSFT-4,VF5.0,2.25
ABSFT1-1,SS0.5,1.35
ABSFT1-1,SX0.5,1.35
ABSFT1-1,VS0.5,1.35
ABSFT1-1,XF0.5,1.35
ABSFT1-1,SX0.75,1.5
AC064FS-1,SH0.3,0.85
AC064FS-1,SHB0.3,0.85
AC064FS-1,SX0.3,0.85
AC064FS-1,XF0.3,0.85
AC064FS-1,SHB0.5,0.95
AC064FS-1,SX0.5,0.95
AC064FS-1,VS0.5,0.95
AC064FS-1,XF0.5,0.95
AC064FS-2,SX0.75,1.2
AC064FS-2,XF0.75,1.2
AC064FS-2,SX0.85,1.2
AC064FS-S,SHB0.3,0.95
AC064FS-S,SX0.3,0.95
AC064FS-S,VS0.3,0.95
AC064FS-S,XF0.3,0.95
AD110FT-1,SS0.3,1.05
AD110FT-2,SS0.5,1.15
AD110FT-2,SS0.85,1.35
AD110FT-3,SS1.25,1.5
ADJPTFT-1,SS0.3,1.1
ADJPTFT-1,SX0.3,1.1
ADJPTFT-1,VS0.3,1.1
ADJPTFT-1,XF0.3,1.1
ADJPTFT-1,CI0.5,1.05
ADJPTFT-1,SS0.5,1.15
ADJPTFT-1,SX0.5,1.15
ADJPTFT-1,VS0.5,1.15
ADJPTFT-1,XF0.5,1.15
ADJPTFT-2,OH0.3+OH0.3,1.2
ADJPTFT-2,SX0.3+SX0.3,1.2
ADJPTFT-2,SX0.3+XF0.3,1.2
ADJPTFT-2,VS0.3+VS0.3,1.2
ADJPTFT-2,VS0.3+XF0.3,1.2
ADJPTFT-2,XF0.3+XF0.3,1.2
ADJPTFT-2,SX0.75,1.25
ADJPTFT-2,VS0.75,1.25
ADJPTFT-2,XF0.75,1.25
ADJPTFT-2,SX0.3+SX0.5,1.3
ADJPTFT-2,SX0.5+XF0.3,1.3
ADJPTFT-2,VS0.3+VS0.5,1.3
ADJPTFT-2,VS0.5+XF0.3,1.3
ADJPTFT-2,XF0.3+XF0.5,1.3
ADJPTFT-2,SS0.85,1.3
ADJPTFT-2,SX0.85,1.3
ADJPTFT-2,VS0.85,1.3
ADJPTFT-2,XF0.85,1.3
ADJPTFT-2,SX1.0,1.35
ADJPTFT-2,VS1.0,1.35
ADJPTFT-3,OH1.25,1.45
ADJPTFT-3,SS1.25,1.45
ADJPTFT-3,SX1.25,1.45
ADJPTFT-3,VS1.25,1.45
ADJPTFT-3,XF1.25,1.45
ADJPTFT-3,SS2.0,1.65
ADJPTFT-3,SX2.0,1.65
ADJPTFT-3,VS2.0,1.65
ADJPTFT-3,XF2.0,1.65
ADJPTFT-3,SS1.25+SS1.25,1.8
ADJPTFT-3,SX2.5,1.8
ADJPTFT-3,VS2.5,1.8
ADJPTFT-3,XF2.5,1.8
ADJPTFT-4,AS3.0,1.9
ADJPTFT-4,EF3.0,1.9
ADJPTFT-4,VF3.0,1.9
ADJPTFT1-1,SS0.3,1.05
ADJPTWFT-1,SS0.3,1.05
ADJPTWFT-1,SX0.3,1.05
ADJPTWFT-1,CI0.35,1.05
ADJPTWFT-1,CI0.5,1.05
ADJPTWFT-1,SS0.5,1.15
ADJPTWFT-1,SX0.5,1.15
ADJPTWFT-1,XF0.5,1.15
ADJPTWFT-3,SX1.5,1.5
ADJPTWFT-3,VS1.5,1.5
ADJPTWFT-3,SH2.0,1.65
ADJPTWFT-3,SHB2.0,1.65
ADJPTWFT-3,SHS2.0,1.65
ADJPTWFT-3,SS2.0,1.65
ADJPTWFT-3,SX2.0,1.65
ADJPTWFT-3,VF2.0,1.65
ADJPTWFT-3,VS2.0,1.65
ADJPTWFT-3,XF2.0,1.65
ADJPTWFT-3,OH2.5,1.8
ADJPTWFT-3,SX2.5,1.8
ADJPTWFT-3,VS2.5,1.8
ADJPTWFT-3,XF2.5,1.8
AECSFG-1,SS0.3,0.9
AECSFG-1,SX0.3,0.9
AECSFG-1,XA0.3,0.9
AECSFG-1,XF0.3,0.9
AECSFG-1,CI0.5,0.95
AECSFG-1,HS0.5,0.95
AECSFG-1,SS0.5,0.95
AECSFG-1,SX0.5,0.95
AECSFG-1,XF0.5,0.95
AECSFG-2,SX0.75,1.1
AECSFG-2,XF0.75,1.1
AECSFG-2,SX0.85,1.15
AECSFT-1,HF0.3,0.8
AECSFT-1,SS0.3,0.8
AECSFT-1,SX0.3,0.8
AECSFT-1,VF0.3,0.8
AECSFT-1,VS0.3,0.8
AECSFT-1,XA0.3,0.8
AECSFT-1,XF0.3,0.8
AECSFT-1,CI0.35,0.8
AECSFT-1,SS0.5,0.9
AECSFT-1,SX0.5,0.9
AECSFT-1,XF0.5,0.9
AECSFT-2,SS0.5,0.85
AECSFT-2,XF0.5,0.85
AECSFT-2,SX0.75,1.05
AECSFT-2,XF0.75,1.05
AECUFN-1,CH0.22,0.7
AECUFN-1,SHS0.3,0.8
AECUFN-1,SS0.3,0.8
AECUFN-1,VF0.3,0.8
AECUFN-1,XA0.3,0.8
AECUFN-1,CI0.35,0.8
AECUFN-1,CI0.5,0.9
AECUFN-1,EF0.5,0.9
AECUFN-1,FA0.5,0.9
AECUFN-1,FL0.5,0.9
AECUFN-1,SS0.5,0.9
AECUFN-1,SX0.5,0.9
AECUFN-1,VF0.5,0.9
AECUFN-1,XF0.5,0.9
AECUFN-1S,CH0.22,0.7
AECUFS-1,SS0.3,0.8
AECUFT-2,SS0.3,1.05
AECUFT-2,SX0.3,1.05
AECUFT-2,VS0.3,1.05
AECUFT-2,XF0.3,1.05
AECUFT-2,CI0.35,1.05
AECUFT-3,SS0.3,1.15
AECUFT-3,EF0.5,1.25
AECUFT-3,SS0.5,1.25
AECUFT-3,SX0.5,1.25
AECUFT-3,VS0.5,1.25
AECUFT-3,XA0.5,1.25
AECUFT-3,XF0.5,1.25
AECUFT-3,SS0.3+SS0.3,1.25
AECUFT-3,SX0.3+SX0.3,1.25
AECUFT-3,SX0.3+XF0.3,1.25
AECUFT-3,XF0.3+XF0.3,1.25
AECUFT-3,SX0.75,1.3
AECUFT-3,VS0.75,1.3
AECUFT-3,XF0.75,1.3
AECUFT-3,SS0.3+SS0.5,1.35
AECUFT-3,SX0.3+SX0.5,1.35
AECUFT-3,SX0.3+XF0.5,1.35
AECUFT-3,FA0.85,1.35
AECUFT-3,SS0.85,1.35
AECUFT-3,SX0.85,1.35
AECUFT-3,SX0.5+SX0.5,1.4
AECUFT-3,SX0.5+XF0.5,1.4
AECUFT-3,VS0.5+VS0.5,1.4
AECUFT-4,SX0.3+SX0.85,1.5
AECUFT-4,EF1.25,1.55
AECUFT-4,FA1.25,1.55
AECUFT-4,SS1.25,1.55
AECUFT-4,SX0.5+SX0.75,1.55
AECUFT-4,SX1.25,1.55
AECUFT-4,VS1.25,1.55
AECUFT-4,XA1.25,1.55
AECUFT-4,XF1.25,1.55
AECUFT-4,SS0.5+SS0.85,1.55
AECUFT-4,SX0.5+SX0.85,1.55
AECUFT-4,VS0.75+VS0.75,1.6
AECUFT-4,SX1.25+XF0.5,1.65
AECUFT-4,XF0.5+XF1.25,1.65
AECUFT-4,EF2.0,1.75
AECUFT-4,SS2.0,1.75
AECUFT-4,SX2.0,1.75
AECUFT-4,VS2.0,1.75
AECUFT-4,XF2.0,1.75
AECUFT-4,SX2.0+XF0.5,2
AECUFT-4,SX2.5,2
AECUFT-4,VS1.25+VS1.25,2
AECUFT-4,VS2.5,2
AECUFT-4,XF1.25+XF1.25,2
AECUFT-4,XF2.5,2
AECUMG-1,SS0.5,1
AECUMN-1,SH0.3,0.8
AECUMN-1,SHS0.3,0.8
AECUMN-1,SS0.3,0.8
AECUMN-1,XF0.3,0.8
AECUMN-1,SS0.5,0.9
AF250WFT-1,SX2.0,1.95
AF250WFT-2,EF3.0,2.15
AF635FT-1,AS3.0,2.1
AF635FT-1,EF3.0,2.1
AF635FT-1,VF3.0,2.1
AF635FT-1,FR4.0,2.1
AF635FT-1,AS5.0,2.75
AF635FT-1,EF5.0,2.75
AF635FT-1,VF5.0,2.75
AFT-1,SH0.3,1.05
AFT-1,SHS0.3,1.05
AFT-1,SS0.3,1.05
AFT-1,SX0.3,1.05
AFT-1,VF0.3,1.05
AFT-1,XA0.3,1.05
AFT-1,XF0.3,1.05
AFT-1,CI0.35,0.95
AFT-1,EF0.5,1.1
AFT-1,FA0.5,1.1
AFT-1,SS0.5,1.1
AFT-1,SX0.5,1.1
AFT-1,VF0.5,1.1
AFT-1,XA0.5,1.1
AFT-1,XF0.5,1.1
AFT-1G,SS0.5,1.1
AFT-1S,CH0.22,0.9
AFT-2,SS0.3+SS0.3,1.15
AFT-2,XF0.3+XF0.3,1.15
AFT-2,SX0.75,1.2
AFT-2,XF0.75,1.2
AFT-2,SS0.3+SS0.5,1.15
AFT-2,SS0.3+XA0.5,1.15
AFT-2,SS0.3+XF0.5,1.15
AFT-2,EF0.85,1.2
AFT-2,FA0.85,1.2
AFT-2,SS0.85,1.2
AFT-2,SX0.85,1.2
AFT-2,VF0.85,1.2
AFT-2,XA0.85,1.2
AFT-2,SS0.5+SS0.5,1.25
AFT-2,SS0.5+SX0.5,1.25
AFT-2,SS0.5+VF0.5,1.25
AFT-2,SS0.5+XA0.5,1.25
AFT-2,SS0.5+XF0.5,1.25
AFT-2,SX0.5+SX0.5,1.25
AFT-2,SX0.5+XF0.5,1.25
AFT-2,SX1.0,1.25
AFT-2,VF0.5+XF0.5,1.25
AFT-2,VS1.0,1.25
AFT-2,XF0.5+XF0.5,1.25
AFT-2,SS0.3+XF0.75,1.25
AFT-2,SS0.3+SS0.85,1.3
AFT-2,EF1.25,1.3
AFT-2,HF1.25,1.3
AFT-2,SS0.5+SS0.75,1.3
AFT-2,SS0.5+SX0.75,1.3
AFT-2,SS0.5+XF0.75,1.3
AFT-2,SS1.25,1.3
AFT-2,SX1.25,1.3
AFT-2,VF1.25,1.3
AFT-2,XA1.25,1.3
AFT-2,XF1.25,1.3
AFT-3,FA0.5+FA0.85,1.35
AFT-3,SS0.5+SS0.85,1.35
AFT-3,SS0.5+XA0.85,1.35
AFT-3,SS0.85+XF0.5,1.35
AFT-3,SX0.85+XF0.5,1.35
AFT-3,XA0.5+XA0.85,1.35
AFT-3,SX1.5,1.4
AFT-3,XF0.75+XF0.75,1.4
AFT-3,SS0.85+XF0.75,1.45
AFT-3,SS0.85+SS0.85,1.4
AFT-3,SS0.85+XA0.85,1.4
AFT-3,SS0.5+SS1.25,1.4
AFT-3,EF2.0,1.6
AFT-3,SS2.0,1.6
AFT-3,SX0.75+SX1.25,1.6
AFT-3,SX2.0,1.6
AFT-3,VF2.0,1.6
AFT-3,XF2.0,1.6
AFT-4,SX1.25+SX1.25,1.7
AFT-4,SX2.5,1.7
AFT-4,XF2.5,1.7
AG064FT-1,CH0.22,0.8
AG064FT-1,SS0.3,0.9
AG064FT-1,CI0.35,0.9
AG8MFT-2,EF8.0,3.15
AG8MMT-2,EF8.0,3.15
AGJPTFT-2,EF0.5,1.2
AGJPTFT-2,SS0.5,1.2
AGJPTFT-2,SX0.5,1.2
AGJPTFT-2,XF0.5,1.2
AGJPTFT-2,EF0.85,1.3
AGJPTFT-2,SS0.85,1.3
AGJPTFT-2,SS0.5+SS0.5,1.35
AGJPTFT-2,EF1.25,1.4
AGJPTFT-2,SS1.25,1.4
AGMTFG-1,HS0.3,1.15
AGMTFG-1,SS0.3,1.15
AGMTFG-1,SX0.3,1.15
AGMTFG-1,AT0.5,1.25
AGMTFG-1,HF0.5,1.25
AGMTFG-1,HS0.5,1.25
AGMTFG-1,SH0.5,1.25
AGMTFG-1,SHB0.5,1.25
AGMTFG-1,SS0.5,1.25
AGMTFG-1,SX0.5,1.25
AGMTFG-1,VS0.5,1.25
AGMTFG-1,XF0.5,1.25
AGMTFG-1,HS0.75,1.35
AGMTFG-1,SX0.75,1.35
AGMTFG-1,VS0.75,1.35
AGMTFG-1,XF0.75,1.35
AGMTFG-1,EF0.85,1.4
AGMTFG-1,HF0.85,1.4
AGMTFG-1,SX0.85,1.4
AGMTFG-1,XF0.85,1.4
AGMTFT-1,SS0.5,1.2
AGMTFT-1,SX0.5,1.2
AGMTFT-1,VS0.5,1.2
AGMTFT-1,XF0.5,1.2
AGMTFT-1,SHB0.75,1.35
AGMTFT-1,SX0.75,1.35
AGMTFT-1,VS0.75,1.35
AGMTFT-1,XF0.75,1.35
AGMTFT-1,SS0.85,1.35
AGMTFT-1,SX0.85,1.35
AGSPTFT-1,XA0.5,1.35
AGSPTFT-1,VF0.85,1.5
AGSPTFT-1,EF1.25,1.6
AGSPTFT-1,SS1.25,1.6
AGSPTFT-1,SX1.25,1.6
AGSPTFT-1,VF1.25,1.6
AGSPTFT-1,XF1.25,1.6
AGSPTFT-1,SS0.5+SS0.85,1.6
AGSPTFT-1,SS0.85+SS0.85,1.7
AGSPTFT-1,EF2.0,1.75
AGSPTFT-1,SS2.0,1.75
AGSPTFT-1,VF2.0,1.75
AGSPTFT-1,XF2.0,1.75
AGSPTFT-1,XF1.25+XF1.25,1.8
AGSPTFT-1,XF2.5,1.8
AGSPTFT-2,AS3.0,2.15
AGSPTFT-2,EF3.0,2.15
AGSPTFT-2,VF3.0,2.15
AGSPTFT-3,AS5.0,2.45
AGSPTFT1-1,SS0.3,1.4
AGSPTFT1-1,SS0.5,1.45
AGSPTFT1-1,SS0.85,1.45
AGSPTFT1-1,VF1.25,1.45
AGSPTFT1-1,XF1.25,1.45
AH51FT-3,12,4.05
AH51FT-3,HH12.0,4.05
AH51FT-3,SHH15.0,4.1
AHPICFT-1,CH0.22,0.9
AHPICFT-1,SS0.3,1
AHPICFT-1,SX0.3,1
AHPICFT-1,XA0.3,1
AHPICFT-1,XF0.3,1
AHPICFT-1,CI0.35,1
AHPICFT-1,EF0.5,1.05
AHPICFT-1,SS0.5,1.05
AHPICFT-1,XF0.5,1.05
AHPICFT-2,SS0.5,1.05
AHPICFT-2,SX0.5,1.05
AHPICFT-2,XA0.5,1.05
AHPICFT-2,XF0.5,1.05
AJ025FT-1,CH0.22,0.7
AJ025FT-1,SS0.3,0.8
AJ025FT-1,CI0.35,0.8
AJ072FT-1,SS0.85,1.15
AJPTFG-1,HS0.3,1.15
AJPTFG-1,SS0.3,1.15
AJPTFG-1,SX0.3,1.15
AJPTFG-1,VF0.3,1.15
AJPTFG-1,XA0.3,1.15
AJPTFG-1,XF0.3,1.15
AJPTFG-3,EF0.5,1.25
AJPTFG-3,HF0.5,1.25
AJPTFG-3,HS0.5,1.25
AJPTFG-3,SS0.5,1.25
AJPTFG-3,SX0.5,1.25
AJPTFG-3,VF0.5,1.25
AJPTFG-3,VS0.5,1.25
AJPTFG-3,XF0.5,1.25
AJPTFG-3,SX0.75,1.35
AJPTFG-3,XF0.75,1.35
AJPTFG-3,SX0.85,1.4
AJPTFG-4,SX1.25,1.55
AJPTFG-4,XF1.25,1.55
AJPTFS-3,SS0.85,1.4
AJPTFS-4,SX1.25,1.6
AJPTFS-4,XF1.25,1.6
AJPTFT-1,0.3,1.05
AJPTFT-1,SS0.3,1.15
AJPTFT-1,SX0.3,1.15
AJPTFT-1,VS0.3,1.15
AJPTFT-1,XA0.3,1.15
AJPTFT-1,XF0.3,1.15
AJPTFT-3,EF0.5,1.25
AJPTFT-3,HF0.5,1.25
AJPTFT-3,HS0.5,1.25
AJPTFT-3,SH0.5,1.25
AJPTFT-3,SHB0.5,1.25
AJPTFT-3,SHF0.5,1.25
AJPTFT-3,SS0.5,1.25
AJPTFT-3,SX0.5,1.25
AJPTFT-3,VF0.5,1.25
AJPTFT-3,VS0.5,1.25
AJPTFT-3,XA0.5,1.25
AJPTFT-3,XF0.5,1.25
AJPTFT-3,SX0.75,1.35
AJPTFT-3,XF0.75,1.35
AJPTFT-3,SS0.85,1.4
AJPTFT-3,SX0.85,1.4
AJPTFT-3,XA0.85,1.4
AJPTFT-3,XF0.85,1.4
AJPTFT-4,EF1.25,1.55
AJPTFT-4,HF1.25,1.55
AJPTFT-4,SH1.25,1.55
AJPTFT-4,SHB1.25,1.55
AJPTFT-4,SHP1.25,1.55
AJPTFT-4,SS1.25,1.55
AJPTFT-4,SX1.25,1.55
AJPTFT-4,XF1.25,1.55
AJPTFT-4,EF2.0,1.7
AJPTFT-4,SS2.0,1.7
AJPTFT-4,SX2.0,1.7
AJPTFT-4,XF2.0,1.7
AJPTFT-4,XF2.5,1.8
AJPTNFT-1,FA0.3,1
AJPTNFT-1,SS0.3,1
AJPTNFT-1,SX0.3,1
AJPTNFT-1,XF0.3,1
AK025FT-1,FA0.3,1
AK025FT-1,HS0.3,1
AK025FT-1,OH0.3,1
AK025FT-1,SH0.3,1
AK025FT-1,SHS0.3,1
AK025FT-1,SS0.3,1
AK025FT-1,SX0.3,1
AK025FT-1,VS0.3,1
AK025FT-1,XA0.3,1
AK025FT-1,XF0.3,1
AK025FT-1,CI0.35,1
AK025FT-1,CI0.5,1.05
AK025FT-1,EF0.5,1.05
AK025FT-1,FA0.5,1.05
AK025FT-1,HS0.5,1.05
AK025FT-1,OH0.5,1.05
AK025FT-1,SH0.5,1.05
AK025FT-1,SHB0.5,1.05
AK025FT-1,SHF0.5,1.05
AK025FT-1,SHS0.5,1.05
AK025FT-1,SS0.5,1.05
AK025FT-1,SX0.5,1.05
AK025FT-1,VS0.5,1.05
AK025FT-1,XA0.5,1.05
AK025FT-1,XF0.5,1.05
AK025FT-1S,CH0.13,0.8
AK025FT-1S,CH0.22,0.85
AK025MG-1,SS0.3,1
AK025MG-1,XF0.3,1
AK025MG-1,SS0.5,1.1
AK025MG-1,SX0.5,1.1
AK025MG-1,XF0.5,1.1
AK025MT-1,FA0.3,1
AK025MT-1,HS0.3,1
AK025MT-1,OH0.3,1
AK025MT-1,SH0.3,1
AK025MT-1,SHS0.3,1
AK025MT-1,SS0.3,1
AK025MT-1,SX0.3,1
AK025MT-1,VS0.3,1
AK025MT-1,XA0.3,1
AK025MT-1,XF0.3,1
AK025MT-1,CI0.35,1
AK025MT-1,CI0.5,1.1
AK025MT-1,HS0.5,1.1
AK025MT-1,SH0.5,1.1
AK025MT-1,SHB0.5,1.1
AK025MT-1,SHF0.5,1.1
AK025MT-1,SS0.5,1.1
AK025MT-1,SX0.5,1.1
AK025MT-1,VS0.5,1.1
AK025MT-1,XA0.5,1.1
AK025MT-1,XF0.5,1.1
AK025MT-1S,CH0.13,0.8
AK025MT-1S,CH0.22,0.85
AK12CBFT-1,FA0.3,0.85
AK12CBFT-1,HS0.3,0.85
AK12CBFT-1,OH0.3,0.85
AK12CBFT-1,SH0.3,0.85
AK12CBFT-1,SHB0.3,0.85
AK12CBFT-1,SHF0.3,0.85
AK12CBFT-1,SHS0.3,0.85
AK12CBFT-1,SS0.3,0.85
AK12CBFT-1,SX0.3,0.85
AK12CBFT-1,VS0.3,0.85
AK12CBFT-1,XA0.3,0.85
AK12CBFT-1,XF0.3,0.85
AK12CBFT-1,CI0.35,0.85
AK12CBFT-2,CI0.5,0.85
AK12CBFT-2,EF0.5,0.95
AK12CBFT-2,FA0.5,0.95
AK12CBFT-2,HS0.5,0.95
AK12CBFT-2,SH0.5,0.95
AK12CBFT-2,SHB0.5,0.95
AK12CBFT-2,SHF0.5,0.95
AK12CBFT-2,SHP0.5,0.95
AK12CBFT-2,SS0.5,0.95
AK12CBFT-2,SX0.5,0.95
AK12CBFT-2,VS0.5,0.95
AK12CBFT-2,XA0.5,0.95
AK12CBFT-2,XF0.5,0.95
AK12CBFT-2,HS0.75,1
AK12CBFT-2,SX0.75,1
AK12CBFT-2,VS0.75,1
AK12CBFT-2,XF0.75,1
AK12CBFT-2,SS0.85,1.1
AK12CBFT-2,SX0.85,1.1
AK12CBFT-3,SX1.0,1.25
AK12CBFT-3,HF1.25,1.3
AK12CBFT-3,HS1.25,1.3
AK12CBFT-3,SH1.25,1.3
AK12CBFT-3,SHB1.25,1.3
AK12CBFT-3,SHF1.25,1.3
AK12CBFT-3,SHS1.25,1.3
AK12CBFT-3,SS1.25,1.3
AK12CBFT-3,SX1.25,1.3
AK12CBFT-3,VS1.25,1.3
AK12CBFT-3,XA1.25,1.3
AK12CBFT-3,XF1.25,1.3
AKMQSBFT-1,HS0.3,0.85
AKMQSBFT-1,SHB0.3,0.85
AKMQSBFT-1,SHF0.3,0.85
AKMQSBFT-1,SHS0.3,0.85
AKMQSBFT-1,SS0.3,0.85
AKMQSBFT-1,SX0.3,0.85
AKMQSBFT-1,VS0.3,0.85
AKMQSBFT-1,XA0.3,0.85
AKMQSBFT-1,XF0.3,0.85
AKMQSBFT-1,CI0.35,0.85
AKMQSBFT-1,CI0.5,0.95
AKMQSBFT-1,EF0.5,0.95
AKMQSBFT-1,HS0.5,0.95
AKMQSBFT-1,SH0.5,0.95
AKMQSBFT-1,SHB0.5,0.95
AKMQSBFT-1,SHF0.5,0.95
AKMQSBFT-1,SHP0.5,0.95
AKMQSBFT-1,SHS0.5,0.95
AKMQSBFT-1,SS0.5,0.95
AKMQSBFT-1,SX0.5,0.95
AKMQSBFT-1,VF0.5,0.95
AKMQSBFT-1,VS0.5,0.95
AKMQSBFT-1,XA0.5,0.95
AKMQSBFT-1,XF0.5,0.95
AKMQSBFT-2,HS0.75,1.1
AKMQSBFT-2,SH0.75,1.1
AKMQSBFT-2,SHB0.75,1.1
AKMQSBFT-2,SHF0.75,1.1
AKMQSBFT-2,SX0.75,1.1
AKMQSBFT-2,XF0.75,1.1
AKMQSBFT-2,SS0.85,1.1
AKMQSBFT-2,SX0.85,1.1
AKMQSBFT-2,XA0.85,1.1
AKMQSBFT-2,XF0.85,1.1
AKMQSCFT-1,SS0.3,0.85
AKMQSCFT-1,SX0.3,0.85
AKMQSCFT-1,VS0.3,0.85
AKMQSCFT-1,XA0.3,0.85
AKMQSCFT-1,XF0.3,0.85
AKMQSCFT-1,CI0.35,0.85
AKMQSCFT-1,CI0.5,0.95
AKMQSCFT-1,SHB0.5,0.95
AKMQSCFT-1,SHF0.5,0.95
AKMQSCFT-1,SS0.5,0.95
AKMQSCFT-1,SX0.5,0.95
AKMQSCFT-1,XA0.5,0.95
AKMQSCFT-1,XF0.5,0.95
AKMQSCFT-2,SHB0.75,1.1
AKMQSCFT-2,SX0.75,1.1
AKMQSCFT-2,XF0.75,1.1
AKMQSCFT-2,SS0.85,1.1
AKMQSCFT-2,SX0.85,1.1
AKMQSCFT-2,XA0.85,1.1
AL025FT-1,SS0.3,1
AL025FT-1,CI0.35,1
AL025FT-1,SS0.5,1.1
ALT64-15,AX15.0,4.75
ALT64-15,EF15.0,4.75
ALT84-15,EF15.0,4.75
AM12CBFT-1,HS0.3,0.9
AM12CBFT-1,SHB0.3,0.9
AM12CBFT-1,SHF0.3,0.9
AM12CBFT-1,SS0.3,0.9
AM12CBFT-1,SX0.3,0.9
AM12CBFT-1,XA0.3,0.9
AM12CBFT-1,XF0.3,0.9
AM12CBFT-2,EF0.5,1
AM12CBFT-2,HS0.5,1
AM12CBFT-2,SS0.5,1
AM12CBFT-2,XF0.5,1
AM12CBFT-2,HS0.75,1.1
AM12CBFT-2,XF0.75,1.1
AM12CBFT-2,SS0.85,1.1
AM12CBFT-3,HS1.25,1.4
AM12CBFT-3,XF1.25,1.4
AM2WMG-1,SS0.5,1.25
AM2WMT-1,SS0.3,1.1
AM2WMT-1,SS0.5,1.15
AM2WMT-1,XF0.5,1.15
AM2WMT-2,SS1.25,1.55
AMC12FS-1,SS0.3,0.8
AMC12FS-1,SX0.3,0.8
AMC12FS-1,VS0.3,0.8
AMC12FS-1,XA0.3,0.8
AMC12FS-1,XF0.3,0.8
AMC12FS-1,CI0.35,0.8
AMC12FT-1,SS0.3,0.8
AMC12FT-1,SX0.3,0.8
AMC12FT-1,VS0.3,0.8
AMC12FT-1,XA0.3,0.8
AMC12FT-1,XF0.3,0.8
AMCN05MT-1,CH0.22,0.8
AMCN05MT-1,SS0.3,0.9
AMCN05MT-1,CI0.35,0.9
AMCN05MT-2,SS0.5,0.95
AMCP06FG-1,SX0.5,1.05
AMCP06FG-1,VS0.5,1.05
AMCP06FG-1,XF0.5,1.05
AMCP06FG-2,XF0.75,1.25
AMCP09FT-1,CH0.22,1
AMCP09FT-1,SS0.3,1.05
AMCP09FT-1,SX0.3,1.05
AMCP09FT-1,XA0.3,1.05
AMCP09FT-1,CI0.35,1.05
AMCP09FT-2,SS0.5,1.25
AMCP09FT-2,SX0.5,1.25
AMCP09FT-2,VS0.5,1.25
AMCP09FT-2,XA0.5,1.25
AMCP09FT-2,XF0.5,1.25
AMCP09FT-2,SS0.3+SS0.3,1.3
AMCP09FT-2,SX0.3+SX0.3,1.3
AMCP09FT-2,XF0.3+XF0.3,1.3
AMCP09FT-2,CI0.35+CI0.35,1.25
AMCP09FT-2,OH0.75,1.3
AMCP09FT-2,SX0.75,1.3
AMCP09FT-2,VS0.75,1.3
AMCP09FT-2,XF0.75,1.3
AMCP09FT-2,SX0.3+SX0.5,1.3
AMCP09FT-2,SX0.3+VS0.5,1.3
AMCP09FT-2,SX0.5+XF0.3,1.3
AMCP09FT-2,VS0.3+VS0.5,1.3
AMCP09FT-2,VS0.5+XF0.3,1.3
AMCP09FT-2,XF0.3+XF0.5,1.3
AMCP09FT-2,FA0.85,1.3
AMCP09FT-2,SS0.85,1.3
AMCP09FT-2,SX0.85,1.3
AMCP09FT-2,SS0.5+SS0.5,1.35
AMCP09FT-2,SS0.5+SX0.5,1.35
AMCP09FT-2,SX0.5+SX0.5,1.35
AMCP09FT-2,SX1.0,1.35
AMCP09FT-2,VS0.5+VS0.5,1.35
AMCP09FT-2,XF0.5+XF0.5,1.35
AMCP09FT-2,SHB1.25,1.4
AMCP09FT-2,SS1.25,1.4
AMCP09FT-2,SX1.25,1.4
AMCP09FT-2,XA1.25,1.4
AMCP09FT-3,SS0.5+SS0.5,1.55
AMCP09FT-3,SX0.5+SX0.5,1.55
AMCP09FT-3,SHB1.25,1.6
AMCP09FT-3,SS1.25,1.6
AMCP09FT-3,SX1.25,1.6
AMCP09FT-3,VS1.25,1.6
